=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.06.29 23:07:56 =~=~=~=~=~=~=~=~=~=~=~=
 
############################################

 ###    Data Capture for AIDrawPen     #### 

  ####    github.com/Ijnaka22len     ##### 

   ####    Leonel Akanji Akanji    ##### 

     #################################  


AccelerometerX,AccelerometerY,AccelerometerZ
-327.0,-1058.0,1124.0
-220.0,-957.0,984.0
-214.0,-901.0,829.0
-166.0,-853.0,726.0
-120.0,-839.0,688.0
17.0,-858.0,775.0
70.0,-708.0,657.0
-51.0,-751.0,734.0
-196.0,-601.0,615.0
-407.0,-557.0,601.0
-481.0,-545.0,724.0
-762.0,-151.0,422.0
-740.0,-429.0,759.0
-684.0,-307.0,631.0
-950.0,-322.0,592.0
-745.0,-375.0,708.0
-637.0,-288.0,652.0
-515.0,-320.0,712.0
-449.0,-342.0,764.0
-430.0,-454.0,937.0
-424.0,-473.0,1022.0
-487.0,-456.0,1021.0
-522.0,-520.0,1113.0
-579.0,-454.0,1011.0
-551.0,-557.0,1124.0
-497.0,-369.0,934.0
-284.0,-436.0,1045.0
-297.0,-336.0,941.0
-225.0,-411.0,928.0
51.0,-375.0,945.0
-264.0,-309.0,705.0
-23.0,-388.0,747.0
-154.0,-271.0,662.0

-,-,-
91.0,40.0,927.0
86.0,66.0,846.0
36.0,-10.0,964.0
66.0,-91.0,891.0
30.0,-122.0,723.0
277.0,-54.0,593.0
272.0,-16.0,556.0
156.0,-56.0,475.0
372.0,-135.0,548.0
194.0,-135.0,430.0
